,event_name,event_date,details,wad,wwcd,wlcd,wswd,wkowd,wrd,wlrd,wtsd,wssd,wsdd,wspd,wcpd,wgpd,wttdd,wstdd,wtddd,wssubd,wspassd,wssweepd,winner_lable,finghter1wins,fighter2wins,winner,looser,fighter1,fighter2,fighter_name,result,end_round,finish_method,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,fighter1_pass,fighter2_pass
3351,UFC 186 Johnson vs. Horiguchi,2015-04-25 00:00:00,Live on Pay-Per-View,1,19,8,2,0,1,-2,120,-33,-0.07,0.15,-0.22,0.12,10,4,-0.46,9,7,4,1,1,0,Alexis Davis,Sarah Kaufman,Alexis Davis,Sarah Kaufman,Alexis Davis,Win,R2,Submission,34,65,1,0,1,0,1,0
3620,UFC 182 Jones vs. Cormier,2015-01-03 00:00:00,Live on Pay-Per-View,-13,-9,-4,-4,-4,0,-39,-781,-347,-0.07,0.15,-0.18,-0.02,4,1,-0.03,-9,0,0,2,0,1,Marion Reneau,Alexis Dufresne,Alexis Dufresne,Marion Reneau,Alexis Dufresne,Loss,R3,Decision - Unanimous,28,85,0,0,0,0,0,0
2316,UFC Fight Night MacDonald vs. Thompson,2016-06-18 00:00:00,Live on TSN 5,5,0,0,0,0,-1,0,498,241,-0.01,-0.2,0.2,0.08,44,16,0.27,0,8,0,1,1,0,Ali Bagautinov,Geane Herrera,Ali Bagautinov,Geane Herrera,Ali Bagautinov,Win,R3,Decision - Unanimous,90,13,5,1,0,2,6,2
853,UFC 218 Holloway vs Aldo 2,2017-12-02 00:00:00,Live on Pay-Per-View,6,32,14,8,13,-3,0,243,304,0.14,-0.22,0.1,0.12,10,3,0.03,1,3,0,2,0,1,Francis Ngannou,Alistair Overeem,Alistair Overeem,Francis Ngannou,Francis Ngannou,Win,R1,KO/TKO,1,6,0,0,0,0,0,0
3936,UFC Fight Night Jacare vs. Mousasi,2014-09-05 00:00:00,UFC FIGHT PASS,1,7,7,6,8,2,1,-57,144,0.14,-0.18,0.12,0.07,-10,-4,0.03,-1,-13,0,2,0,1,Ben Rothwell,Alistair Overeem,Alistair Overeem,Ben Rothwell,Ben Rothwell,Win,R1,KO/TKO,20,17,0,0,0,0,0,0
2413,UFC Fight Night Overeem vs. Arlovski,2016-05-08 00:00:00,TSN 2,-1,16,0,8,5,3,0,-1118,-285,0.03,-0.24,0.05,0.25,-13,-6,-0.07,-2,-3,-1,1,1,0,Alistair Overeem,Andrei Arlovski,Alistair Overeem,Andrei Arlovski,Andrei Arlovski,Loss,R2,KO/TKO,23,16,1,0,0,0,1,0
393,UFC 225 Whittaker vs Romero 2,2018-06-09 00:00:00,Live on Pay-Per-View,11,33,16,10,17,0,-2,-20,115,0.05,0.15,0.06,-0.22,-46,-30,0.47,3,-19,0,2,0,1,Curtis Blaydes,Alistair Overeem,Alistair Overeem,Curtis Blaydes,Alistair Overeem,Loss,R3,KO/TKO,7,37,0,4,2,0,0,6
3654,UFC Fight Night Dos Santos vs. Miocic,2014-12-13 00:00:00,Sportsnet 360,8,11,6,3,11,-4,-4,-555,-99,0.13,-0.32,0.24,0.13,-1,-3,0.17,-17,-13,-6,1,1,0,Alistair Overeem,Stefan Struve,Alistair Overeem,Stefan Struve,Alistair Overeem,Win,R1,KO/TKO,17,2,1,0,0,0,0,0
8209,DREAM 5,2008-07-21 00:00:00,Lightweight Grand Prix 2008 Final Round,-6,30,4,10,4,8,1,-466,-40,0.09,-0.33,0.24,0.25,-2,-4,0.08,2,-5,-1,1,1,0,Alistair Overeem,Mark Hunt,Alistair Overeem,Mark Hunt,Alistair Overeem,Win,R1,Submission,0,3,0,1,2,0,0,1
4938,UFC,2013-08-17 00:00:00,Shogun vs. Sonnen Live on SN 360:Live from Boston,2,25,10,8,8,1,-1,-385,20,0.18,-0.11,0.1,0.01,-5,-8,-0.03,1,-15,0,2,0,1,Travis Browne,Alistair Overeem,Alistair Overeem,Travis Browne,Travis Browne,Win,R1,KO/TKO,41,14,0,0,0,0,0,0
1615,UFC 209 Woodley vs Thompson 2,2017-03-04 00:00:00,Live on Pay-Per-View,-6,30,4,10,4,8,1,-466,-40,0.09,-0.33,0.24,0.25,-2,-4,0.08,2,-5,-1,1,1,0,Alistair Overeem,Mark Hunt,Alistair Overeem,Mark Hunt,Alistair Overeem,Win,R3,KO/TKO,55,21,0,0,0,0,0,0
1521,UFC Fight Night Johnson vs Reis,2017-04-15 00:00:00,Live on CTV TWO & TSN 5,-6,9,1,6,2,6,3,818,443,0.13,-0.25,0.01,0.27,45,17,-0.28,9,17,0,1,1,0,Aljamain Sterling,Augusto Mendes,Aljamain Sterling,Augusto Mendes,Augusto Mendes,Loss,R3,Decision - Unanimous,83,30,2,0,0,0,0,0
1211,UFC 214 Cormier vs Jones 2,2017-07-29 00:00:00,Live on Pay-Per-View,-2,-21,-4,-3,-2,1,0,-1300,-328,0.1,-0.3,0.08,0.27,6,-2,-0.39,0,-3,0,1,1,0,Aljamain Sterling,Renan Barao,Aljamain Sterling,Renan Barao,Renan Barao,Loss,R3,Decision - Unanimous,71,19,1,2,0,0,1,3
506,UFC Fight Night Barboza vs Lee,2018-04-21 00:00:00,Live on TSN 5,3,0,1,4,2,0,0,606,320,0.14,-0.11,0.21,-0.02,26,6,-0.27,7,12,1,1,1,0,Aljamain Sterling,Brett Johns,Aljamain Sterling,Brett Johns,Aljamain Sterling,Win,R3,Decision - Unanimous,89,27,3,1,0,0,2,1
2777,UFC Fight Night Namajunas vs VanZant,2015-12-10 00:00:00,Fight Network,-11,-13,-9,6,-2,0,1,601,353,0.05,-0.38,0.21,0.27,53,21,-0.11,7,18,1,1,1,0,Aljamain Sterling,Johnny Eduardo,Aljamain Sterling,Johnny Eduardo,Aljamain Sterling,Win,R2,Submission,23,4,2,0,1,0,1,0
134,UFC 228 Woodley vs. Till,2018-09-08 00:00:00,Live on Pay-Per-View,0,-2,1,6,2,7,4,519,259,0.07,-0.13,0.02,0.12,36,6,-0.36,9,10,1,1,1,0,Aljamain Sterling,Cody Stamann,Aljamain Sterling,Cody Stamann,Aljamain Sterling,Win,R2,Submission,33,12,2,3,2,0,4,0
2380,UFC Fight Night Almeida vs. Garbrandt,2016-05-29 00:00:00,TSN 5,-5,-6,-6,-3,2,3,0,71,193,0.14,-0.33,0.1,0.27,-31,-2,-0.29,3,-13,0,2,0,1,Bryan Caraway,Aljamain Sterling,Aljamain Sterling,Bryan Caraway,Aljamain Sterling,Loss,R3,Decision - Split,32,9,1,3,2,0,1,5
1187,UFC Fight Night Pettis vs Moreno,2017-08-05 00:00:00,Live on TSN 5,-3,-5,0,-2,2,2,1,-61,-26,0,0.05,0.12,-0.24,-11,-5,0.13,-3,-10,-1,2,0,1,Jordan Rinaldi,Alvaro Herrera,Alvaro Herrera,Jordan Rinaldi,Alvaro Herrera,Loss,R1,Submission,2,6,0,0,1,1,0,1
1625,UFC 209 Woodley vs Thompson 2,2017-03-04 00:00:00,Live on Pay-Per-View,-4,-2,4,-4,2,0,-1,-24,19,-0.14,-0.21,0,0.32,3,0,-0.4,-2,7,1,2,0,1,Cynthia Calvillo,Amanda Cooper,Amanda Cooper,Cynthia Calvillo,Cynthia Calvillo,Win,R1,Submission,7,13,0,1,0,3,0,2
845,UFC 218 Holloway vs Aldo 2,2017-12-02 00:00:00,Live on Pay-Per-View,-8,4,5,0,2,-1,0,194,117,0.1,-0.2,-0.14,0.32,9,4,0,5,17,1,1,1,0,Amanda Cooper,Angela Magana,Amanda Cooper,Angela Magana,Amanda Cooper,Win,R2,KO/TKO,40,12,1,0,1,0,9,0
3439,UFC Fight Night Maia vs. LaFlare,2015-03-21 00:00:00,TSN 1,-8,16,4,4,11,2,41,749,395,0.06,0.14,-0.44,0.25,20,10,0.35,3,14,0,1,1,0,Amanda Nunes,Shayna Baszler,Amanda Nunes,Shayna Baszler,Amanda Nunes,Win,R1,KO/TKO,15,1,0,0,0,0,0,0
4969,UFC 163 Live on Pay-Per-View,2013-08-03 00:00:00,Aldo vs. Korean Zombie,2,16,4,4,11,7,41,767,394,0.29,0.5,-0.8,0.25,26,11,0.59,4,13,0,1,1,0,Amanda Nunes,Sheila Gaff,Amanda Nunes,Sheila Gaff,Sheila Gaff,Loss,R1,KO/TKO,10,3,2,0,0,0,2,1
1741,UFC 207 Nunes vs Rousey,2016-12-30 00:00:00,Live on Pay-Per-View,-1,4,2,-8,5,1,3,560,286,0.13,0.37,-0.42,0,15,3,0.29,-1,7,-1,1,1,0,Amanda Nunes,Ronda Rousey,Amanda Nunes,Ronda Rousey,Ronda Rousey,Loss,R1,KO/TKO,27,7,0,0,0,0,0,0
478,UFC 224 Nunes vs Pennington,2018-05-12 00:00:00,Live on Pay-Per-View,0,7,-4,0,11,2,4,-240,-83,-0.06,0.12,-0.32,0.25,-13,0,0.14,-5,7,0,1,1,0,Amanda Nunes,Raquel Pennington,Amanda Nunes,Raquel Pennington,Amanda Nunes,Title,R5,KO/TKO,124,64,3,1,0,0,2,1
6759,UFC® 126,2011-02-05 00:00:00,SILVA vs BELFORT,2,8,-6,1,10,3,1,705,507,0.11,0.16,-0.06,-0.1,0,0,0.15,1,-1,0,1,1,0,Anderson Silva,Vitor Belfort,Anderson Silva,Vitor Belfort,Anderson Silva,Title,R1,KO/TKO,6,6,0,0,0,0,0,0
8912,UFC® Fight Night™,2006-06-28 00:00:00,5,5,34,8,1,18,3,42,-166,140,0.1,0.16,-0.12,-0.04,-37,-14,0.15,-6,-20,1,1,1,0,Anderson Silva,Chris Leben,Anderson Silva,Chris Leben,Anderson Silva,Win,R1,KO/TKO,17,1,0,0,0,0,0,0
8583,UFC® 73,2007-07-07 00:00:00,STACKED,4,34,8,1,19,3,0,-23,105,0.06,0.03,-0.01,-0.02,-52,-30,-0.02,-8,-20,-2,1,1,0,Anderson Silva,Nate Marquardt,Anderson Silva,Nate Marquardt,Nate Marquardt,Loss,R1,KO/TKO,10,3,1,1,0,0,0,1
8108,UFC® 90,2008-10-25 00:00:00,SILVA vs COTE,5,34,8,5,20,6,1,-165,78,0.13,0.04,-0.04,0.01,-47,-7,0.25,2,-15,-3,1,1,0,Anderson Silva,Patrick Cote,Anderson Silva,Patrick Cote,Anderson Silva,Title,R3,KO/TKO,29,16,1,0,0,0,0,0
2575,UFC Fight Night Silva vs. Bisping,2016-02-27 00:00:00,Live on Fight Network,4,3,-1,4,16,2,-2,-2947,-827,-0.03,-0.16,0.16,0.19,-56,-23,0.06,1,-12,-1,2,0,1,Michael Bisping,Anderson Silva,Anderson Silva,Michael Bisping,Michael Bisping,Win,R5,Decision - Unanimous,75,108,0,0,0,0,0,0
8496,UFC® 77,2007-10-20 00:00:00,HOSTILE TERRITORY,-1,34,8,-1,17,1,42,-757,-116,-0.01,-0.05,-0.02,0.06,-18,-11,0.06,4,-18,-2,1,1,0,Anderson Silva,Rich Franklin,Anderson Silva,Rich Franklin,Rich Franklin,Loss,R2,KO/TKO,39,22,0,1,0,0,0,0
5007,UFC 162 Live from Las Vegas,2013-07-06 00:00:00,Silva vs. Weidman,9,20,4,-1,24,-1,0,129,275,0.11,0.02,0.16,-0.07,-67,-34,-0.04,-4,-30,1,2,0,1,Chris Weidman,Anderson Silva,Anderson Silva,Chris Weidman,Chris Weidman,Title,R2,KO/TKO,14,16,0,1,0,2,0,1
7335,UFC® 112,2010-04-10 00:00:00,INVINCIBLE,2,9,-1,-13,30,5,0,-288,98,-0.02,0.19,0.05,-0.24,-234,-57,0.03,-18,-86,-4,1,1,0,Anderson Silva,Demian Maia,Anderson Silva,Demian Maia,Demian Maia,Loss,R5,Decision - Unanimous,61,10,0,0,0,0,0,0
8814,UFC® 64,2006-10-14 00:00:00,UNSTOPPABLE,-1,34,8,-1,17,1,42,-757,-116,-0.01,-0.05,-0.02,0.06,-18,-11,0.06,4,-18,-2,1,1,0,Anderson Silva,Rich Franklin,Anderson Silva,Rich Franklin,Anderson Silva,Title,R1,KO/TKO,31,10,0,0,0,0,0,0
8371,UFC® 82,2008-03-01 00:00:00,PRIDE OF A CHAMPION,-5,34,8,4,9,3,3,154,273,0.1,0.1,-0.1,0,-27,-8,0.11,2,-7,-2,1,1,0,Anderson Silva,Dan Henderson,Anderson Silva,Dan Henderson,Anderson Silva,Title,R2,Submission,47,20,0,1,1,0,2,2
7883,UFC® 97,2009-04-18 00:00:00,REDEMPTION,6,6,-1,-4,28,-1,1,-174,178,0.09,-0.03,0.16,-0.02,-131,-34,0.38,-14,-62,1,1,1,0,Anderson Silva,Thales Leites,Anderson Silva,Thales Leites,Thales Leites,Loss,R5,Decision - Unanimous,94,10,0,1,0,0,0,1
7754,UFC® 101,2009-08-08 00:00:00,DECLARATION,4,34,8,0,30,77,42,-974,-56,0.01,-0.11,0.02,0.19,-19,-7,0.12,-2,-12,-2,1,1,0,Anderson Silva,Forrest Griffin,Anderson Silva,Forrest Griffin,Anderson Silva,Win,R1,KO/TKO,13,3,0,0,0,0,0,0
5533,UFC® 153,2012-10-13 00:00:00,Silva vs. Bonnar,2,34,8,2,29,-3,42,58,281,0.1,0.22,-0.16,-0.06,-37,-14,0.09,-7,-27,-2,1,1,0,Anderson Silva,Stephan Bonnar,Anderson Silva,Stephan Bonnar,Anderson Silva,Win,R1,KO/TKO,19,12,0,0,0,0,0,0
6401,UFC® RIO Live on Pay-Per-View,2011-08-27 00:00:00,Silva vs. Okami,6,0,-4,5,27,2,1,-65,237,0,0.1,0.02,-0.13,-68,-30,-0.15,-3,-64,1,1,1,0,Anderson Silva,Yushin Okami,Anderson Silva,Yushin Okami,Anderson Silva,Title,R2,KO/TKO,43,16,0,0,0,0,0,0
1661,"UFC 208 Brooklyn, NY",2017-02-11 00:00:00,Live on Pay-Per-View,9,16,2,2,20,0,-1,604,481,0.11,0.09,-0.06,-0.03,-50,-10,-0.31,3,-11,1,1,1,0,Anderson Silva,Derek Brunson,Anderson Silva,Derek Brunson,Anderson Silva,Win,R3,Decision - Unanimous,43,54,0,2,0,0,0,0
8226,UFC® Fight Night,2008-07-19 00:00:00,Silva vs Irvin,3,34,8,5,29,77,42,1092,681,0.27,0.06,0.04,-0.1,2,3,0.32,5,3,0,1,1,0,Anderson Silva,James Irvin,Anderson Silva,James Irvin,Anderson Silva,Win,R1,KO/TKO,13,0,0,0,0,0,0,0
1221,UFC 214 Cormier vs Jones 2,2017-07-29 00:00:00,Live on Pay-Per-View,-2,-1,3,0,0,2,0,700,234,-0.01,-0.09,0,0,44,21,-0.05,2,12,3,2,0,1,Calvin Kattar,Andre Fili,Andre Fili,Calvin Kattar,Calvin Kattar,Win,R3,Decision - Unanimous,73,75,0,2,0,0,0,0
33,UFC Fight Night Volkan vs Smith,2018-10-27 00:00:00,Live on TSN 5,6,4,4,0,2,70,37,359,142,0.11,0.28,-0.01,-0.27,9,6,0.75,1,6,0,1,1,0,Andre Soukhamthath,Jonathan Martinez,Andre Soukhamthath,Jonathan Martinez,Jonathan Martinez,Loss,R3,Decision - Unanimous,79,71,3,1,1,0,1,1
1708,UFC Fight Night Shevchenko vs Pena,2017-01-28 00:00:00,Live on TSN 5,7,16,14,0,8,-6,0,1361,589,0.11,0.02,0.05,-0.13,23,9,0.1,3,6,1,2,0,1,Francis Ngannou,Andrei Arlovski,Andrei Arlovski,Francis Ngannou,Francis Ngannou,Win,R1,KO/TKO,3,8,0,0,0,0,0,0
2959,UFC 191 Johnson vs. Dodson 2,2015-09-05 00:00:00,Live on Pay-Per-View,0,9,6,-10,7,-2,1,976,366,0.19,0.33,-0.14,-0.24,-28,-12,0.24,-16,-18,0,1,1,0,Andrei Arlovski,Frank Mir,Andrei Arlovski,Frank Mir,Frank Mir,Loss,R3,Decision - Unanimous,39,24,0,1,0,0,0,1
118,UFC Fight Night Hunt vs Oleinik,2018-09-15 00:00:00,Live on Fight Network,2,8,13,2,14,1,3,1323,534,-0.02,0.17,-0.1,-0.13,-2,2,0.12,4,2,1,2,0,1,Shamil Abdurakhimov,Andrei Arlovski,Andrei Arlovski,Shamil Abdurakhimov,Shamil Abdurakhimov,Win,R3,Decision - Unanimous,18,32,2,2,0,0,0,0
390,UFC 225 Whittaker vs Romero 2,2018-06-09 00:00:00,Live on Pay-Per-View,14,17,17,2,12,2,5,1490,591,-0.01,-0.03,-0.01,0,22,9,-0.21,5,5,1,2,0,1,Tai Tuivasa,Andrei Arlovski,Andrei Arlovski,Tai Tuivasa,Andrei Arlovski,Loss,R3,Decision - Unanimous,51,54,0,0,0,0,0,1
1392,UFC Fight Night Holm vs Correia,2017-06-17 00:00:00,Live on Fight Network,6,10,13,2,12,-1,-2,995,336,0.06,0.17,0.06,-0.29,6,-2,0,4,-15,0,2,0,1,Marcin Tybura,Andrei Arlovski,Andrei Arlovski,Marcin Tybura,Andrei Arlovski,Loss,R3,Decision - Unanimous,28,51,0,2,0,0,0,6
8655,UFC® 70,2007-04-21 00:00:00,NATIONS COLLIDE,-2,4,10,-13,5,0,-1,206,-128,0.01,-0.01,0.07,-0.12,-23,-3,0.47,1,-16,-1,1,1,0,Andrei Arlovski,Fabricio Werdum,Andrei Arlovski,Fabricio Werdum,Fabricio Werdum,Loss,R3,Decision - Unanimous,28,23,0,0,0,0,0,0
2101,UFC Fight Night Arlovski vs Barnett,2016-09-03 00:00:00,Live on Fight Network and UFC FIGHT PASS,-2,-8,9,-12,5,-1,1,1060,313,0.01,0.41,-0.25,-0.22,16,4,0.23,0,-10,0,2,0,1,Josh Barnett,Andrei Arlovski,Andrei Arlovski,Josh Barnett,Andrei Arlovski,Loss,R3,Submission,38,53,1,1,0,1,1,6
3115,UFC Fight Night Mir vs. Duffee,2015-07-15 00:00:00,TSN 4/5,-1,-20,-4,0,-2,2,-41,219,61,-0.15,0.05,-0.1,0.14,7,2,-0.14,0,6,2,2,0,1,Lyman Good,Andrew Craig,Andrew Craig,Lyman Good,Lyman Good,Win,R2,KO/TKO,20,55,0,0,0,0,0,1
165,UFC Fight Night Gaethje vs Vick,2018-08-25 00:00:00,Live on TSN 5,2,1,2,-2,0,1,1,507,249,0,0.09,-0.16,0.15,28,10,0.18,-3,3,0,1,1,0,Andrew Sanchez,Markus Perez,Andrew Sanchez,Markus Perez,Andrew Sanchez,Win,R3,Decision - Unanimous,73,54,0,0,0,0,0,0
2270,The Ultimate Fighter Finale Team Joanna vs. Team Claudia,2016-07-08 00:00:00,TSN 5,2,3,2,0,-6,0,41,412,241,0.09,0.02,-0.01,-0.02,35,13,0.5,-1,8,0,1,1,0,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez,Khalil Rountree Jr.,Khalil Rountree Jr.,Loss,R3,Decision - Unanimous,31,14,6,0,0,0,5,0
876,The Ultimate Fighter Finale Modafferi vs Montano,2017-12-01 00:00:00,Live on TSN 5,-7,1,1,0,-2,-2,-3,15,10,-0.1,-0.12,-0.03,0.15,34,12,0.42,0,6,-1,2,0,1,Ryan Janes,Andrew Sanchez,Andrew Sanchez,Ryan Janes,Andrew Sanchez,Loss,R3,KO/TKO,96,159,3,0,0,0,0,0
1817,UFC Fight Night Lewis vs Abdurakhimov,2016-12-09 00:00:00,Live on Fight Network and UFC FIGHT PASS,-7,-4,-4,-2,0,-1,0,-38,-88,-0.01,0.28,-0.17,-0.11,-12,-3,0.45,-6,-19,-2,1,1,0,Andrew Sanchez,Trevor Smith,Andrew Sanchez,Trevor Smith,Andrew Sanchez,Win,R3,Decision - Unanimous,74,61,0,0,0,0,0,0
1333,The Ultimate Fighter Finale Johnson vs Gaethje,2017-07-07 00:00:00,Live on TSN 5,2,2,1,0,0,-5,1,763,464,0.12,-0.06,0.09,0,-5,-2,0.1,-3,-9,-3,1,1,0,Angela Hill,Ashley Yoder,Angela Hill,Ashley Yoder,Ashley Yoder,Loss,R3,Decision - Unanimous,47,26,1,3,0,0,0,1
952,UFC Fight Night Poirier vs Pettis,2017-11-11 00:00:00,Live on TSN 5,1,-1,0,-2,0,0,-1,469,269,0.09,-0.1,0.25,0,0,1,-0.07,-4,-7,0,2,0,1,Nina Ansaroff,Angela Hill,Angela Hill,Nina Ansaroff,Angela Hill,Loss,R3,Decision - Unanimous,107,143,0,0,0,0,0,0
3137,UFC Fight Night Ellenberger vs. Thompson,2015-07-12 00:00:00,TSN,3,-16,-6,-7,0,3,1,-239,-217,-0.1,0.31,-0.12,-0.21,-12,-9,-0.34,-5,-16,-1,2,0,1,Michelle Waterson,Angela Magana,Angela Magana,Michelle Waterson,Angela Magana,Loss,R3,Submission,8,47,1,3,1,4,0,9
5742,UFC® 147,2012-06-23 00:00:00,Silva vs. Franklin II,-8,0,0,-2,0,-71,0,-927,-338,-0.09,0.04,0,0,-17,-3,-0.8,-2,-1,0,2,0,1,Rodrigo Damm,Anistavio Medeiros,Anistavio Medeiros,Rodrigo Damm,Anistavio Medeiros,Loss,R1,Submission,8,11,0,0,0,1,0,1
1923,UFC Fight Night Mousasi vs Hall 2,2016-11-19 00:00:00,Live on Fight Network & UFC FIGHT PASS,7,-4,-5,0,-2,1,1,-255,-105,0.05,0.06,0,-0.12,-8,-5,0.04,-6,-15,-1,2,0,1,Amanda Cooper,Anna Elmose,Anna Elmose,Amanda Cooper,Anna Elmose,Loss,R3,Decision - Unanimous,63,69,0,2,0,1,2,5
2290,UFC Fight Night Dos Anjos vs. Alvarez,2016-07-07 00:00:00,Live on Fight Network,-2,0,0,0,2,4,2,55,17,0.12,-0.01,-0.04,0,-10,-4,-0.17,-3,-3,0,1,1,0,Anthony Birchak,Dileno Lopes,Anthony Birchak,Dileno Lopes,Anthony Birchak,Win,R3,Decision - Split,41,25,0,2,0,0,0,2
3667,UFC Fight Night Dos Santos vs. Miocic,2014-12-13 00:00:00,Sportsnet 360,1,0,0,-2,2,5,4,238,87,0.34,0.67,-0.76,0,3,1,0.83,-7,0,0,2,0,1,Ian Entwistle,Anthony Birchak,Anthony Birchak,Ian Entwistle,Ian Entwistle,Win,R1,Submission,4,0,1,0,0,3,0,0
1682,UFC Fight Night Bermudez vs Korean Zombie,2017-02-04 00:00:00,Live on TSN,5,6,6,0,2,2,3,102,119,-0.19,-0.69,0.37,0.41,14,10,0.04,-1,7,0,2,0,1,Marcel Fortuna,Anthony Hamilton,Anthony Hamilton,Marcel Fortuna,Marcel Fortuna,Win,R1,KO/TKO,14,15,0,0,0,0,0,0
2598,UFC Fight Night Cowboy vs. Cowboy,2016-02-21 00:00:00,Live on TSN 2,1,-4,5,0,2,0,4,1,75,-0.14,-0.36,0.08,0.28,0,4,0.12,-1,6,0,2,0,1,Shamil Abdurakhimov,Anthony Hamilton,Anthony Hamilton,Shamil Abdurakhimov,Anthony Hamilton,Loss,R3,Decision - Unanimous,40,62,0,0,0,0,0,0
2177,UFC 201 Lawler vs. Woodley,2016-07-30 00:00:00,Live on Pay-Per-View,0,-5,4,0,4,1,4,181,176,-0.05,-0.61,0.21,0.41,20,11,0.79,0,10,0,1,1,0,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,Win,R1,KO/TKO,9,1,0,0,0,0,0,0
923,UFC Fight Night Werdum vs Tybura,2017-11-18 00:00:00,Live on TSN 5,12,5,7,-2,4,-5,-1,215,184,-0.03,-0.47,0.18,0.3,23,10,0.2,-1,8,0,2,0,1,Adam Wieczorek,Anthony Hamilton,Anthony Hamilton,Adam Wieczorek,Adam Wieczorek,Win,R3,Decision - Unanimous,32,42,2,0,0,0,5,1
1078,UFC Fight Night Rockhold vs Branch,2017-09-16 00:00:00,Live on RDS 2,10,9,7,0,2,-6,0,191,173,-0.05,-0.62,0.26,0.41,23,9,0.79,0,10,0,2,0,1,Daniel Spitz,Anthony Hamilton,Anthony Hamilton,Daniel Spitz,Anthony Hamilton,Loss,R1,KO/TKO,0,5,0,1,0,0,0,0
2956,UFC 191 Johnson vs. Dodson 2,2015-09-05 00:00:00,Live on Pay-Per-View,-4,-17,-3,0,12,-1,1,312,121,0.1,-0.09,-0.15,0.26,19,16,0.06,3,9,1,1,1,0,Anthony Johnson,Jimi Manuwa,Anthony Johnson,Jimi Manuwa,Jimi Manuwa,Loss,R2,KO/TKO,25,8,2,0,0,0,1,0
3287,UFC 187 Johnson vs. Cormier,2015-05-23 00:00:00,Live on Pay-Per-View,-5,-22,-1,-8,6,6,3,-418,-244,0.02,0.06,-0.1,0.04,-12,-2,-0.01,-3,-18,1,2,0,1,Daniel Cormier,Anthony Johnson,Anthony Johnson,Daniel Cormier,Daniel Cormier,Title,R3,Submission,23,23,1,3,0,3,0,4
6656,UFC Fight Night™,2011-03-26 00:00:00,NOGUEIRA vs. DAVIS,-2,-25,-10,0,15,6,44,-60,77,0.09,-0.1,-0.05,0.14,16,13,0.42,2,10,1,1,1,0,Anthony Johnson,Dan Hardy,Anthony Johnson,Dan Hardy,Anthony Johnson,Win,R3,Decision - Unanimous,20,2,4,0,2,3,3,0
8042,The Ultimate Fighter® Finale,2008-12-13 00:00:00,Team Nog vs Team Mir,-4,0,0,-2,16,78,44,427,236,0.07,-0.18,0.01,0.26,31,18,0.29,2,9,1,1,1,0,Anthony Johnson,Kevin Burns,Anthony Johnson,Kevin Burns,Anthony Johnson,Win,R3,KO/TKO,35,17,3,0,0,2,2,0
6307,UFC LIVE 6,2011-10-01 00:00:00,Cruz vs. Johnson,-3,0,0,0,18,6,44,572,252,0.13,0.32,0.04,-0.36,-24,-5,0.04,5,-18,0,1,1,0,Anthony Johnson,Charlie Brenneman,Anthony Johnson,Charlie Brenneman,Charlie Brenneman,Loss,R1,KO/TKO,16,1,0,0,0,0,1,0
2630,UFC Fight Night Johnson vs. Bader,2016-01-30 00:00:00,Live on FOX,-1,0,0,-2,8,4,0,-532,-196,-0.12,0.08,0.18,-0.16,-71,-27,-0.04,-1,-33,1,1,1,0,Anthony Johnson,Ryan Bader,Anthony Johnson,Ryan Bader,Anthony Johnson,Win,R1,KO/TKO,11,0,0,0,0,0,2,0
2133,UFC 202 Diaz vs McGregor 2,2016-08-20 00:00:00,Live on Pay-Per-View,-5,-27,-7,-7,8,2,2,-435,-154,0.03,0.04,0.18,-0.13,-14,-3,0.16,-3,-32,0,1,1,0,Anthony Johnson,Glover Teixeira,Anthony Johnson,Glover Teixeira,Glover Teixeira,Loss,R1,KO/TKO,4,1,0,0,0,0,0,0
6127,UFC® 141,2011-12-30 00:00:00,Lesnar vs. Overeem,-1,0,0,0,-1,4,0,-182,-27,0.02,0.25,-0.02,-0.3,-111,-42,-0.11,-1,-27,-1,2,0,1,Danny Castillo,Anthony Njokuani,Anthony Njokuani,Danny Castillo,Anthony Njokuani,Loss,R3,Decision - Split,44,33,0,6,1,0,0,3
4271,UFC 173 Barao vs. Dillashaw,2014-05-24 00:00:00,Live on Pay-Per-View,3,-11,-2,0,5,3,-40,832,400,0.11,0.28,-0.14,-0.21,-16,-12,0.33,1,-15,2,2,0,1,Vinc Pichel,Anthony Njokuani,Anthony Njokuani,Vinc Pichel,Vinc Pichel,Win,R3,Decision - Unanimous,24,57,0,8,0,0,0,8
5156,UFC on FOX 7 Live from San Jose,2013-04-20 00:00:00,Henderson vs. Melendez,3,0,0,0,5,7,0,1063,508,0.14,-0.08,0.16,0,4,0,0.26,-1,1,2,1,1,0,Anthony Njokuani,Roger Bowling,Anthony Njokuani,Roger Bowling,Roger Bowling,Loss,R2,KO/TKO,26,27,0,1,0,0,0,0
7094,WEC 50,2010-08-18 00:00:00,Cruz vs. Benavidez,1,0,0,0,5,75,0,1192,549,-0.01,0.01,-0.05,0,11,5,0.1,1,1,2,2,0,1,Maciej Jewtuszko,Anthony Njokuani,Anthony Njokuani,Maciej Jewtuszko,Maciej Jewtuszko,Win,R1,KO/TKO,5,8,0,0,0,1,0,0
